tweet,clean_tweet,emotion
" #27: @مهند الانيق ed ""@theIRC If world thought about refugees in the right&humanitarian way,Iraqi asylum seekers&refugees would reach resettlement&live safe life with no fear,no long waiting,no loss.escue Iraqi refugees&asylum seekers from the prison of long waiting of resettlement#StandWithIraqiRefugees""",world thought asylum would reach safe life long prison long waiting,fear
" #28: @larry shicks ed ""RT @KimStrassel: The attacks aren't about the special counsel. They are about the fear over what Barr will expose.https://t.co/nC9LrC3PeJ…""",larry arent special counsel fear expose,fear
" #29: @𝒔☼𝒍𝒆TheHippie ed ""You no longer have to run away and hide. We'll stand together...this fear that is inside of you, is a power that's in you and and just wants to get out. I believe in you David! You just have to do it yourself.#druck https://t.co/8sPh2n5b6l""",longer run away hide well stand fear inside power thats get believe,fear
" #30: @Jennifer Newbould ed ""RT @kingfchicken: @TaodeHaas NZ seems to engage with more nuanced approaches. Foreign policy wise, we seem to mirror our internal politic…""",engage foreign policy wise seem mirror internal,fear
" #32: @Christie Lomax ed ""RT @The_Gospels: Be strong and of good courage, do not fear... for it is the Lord your God who goes with you. -Deuteronomy 31.6""",strong good courage fear lord god,fear
" #33: @Never Forget 9-11 ed ""Courage is resistance to fear, mastery of fear - not absence of fear.  - Mark Twain#Quote #QuoteOfTheDay #Courage""",never forget courage resistance fear mastery fear absence fear mark courage,fear
" #34: @Zach Rongers ed ""RT @shannonrwatts: The driver of a Tahoe shot at the driver of a Mustang, and the driver of the Mustang – who said he was in fear for his l…""",driver shot driver mustang driver mustang said fear,fear
" #35: @Lisa No More Bullshit (or cow farts)  🐄💨 ed ""RT @KimStrassel: The attacks aren't about the special counsel. They are about the fear over what Barr will expose.https://t.co/nC9LrC3PeJ…""",cow arent special counsel fear expose,fear
" #36: @Taylor Abbott ed ""Free yourself today and don’t live in the fear, anger and regret of past experiences that are holding you back from chasing your destiny. #thedirtykitchen… https://t.co/iu0SPZK2UV""",free today live fear anger regret past holding back chasing destiny,fear
" #38: @Alex ''Nega-Shapiro'' Rabinovitz-Mundahl ed ""RT @eye_lana: In the Jewish community, criticism of Israel is silenced so heavily that those of us who do it are often alienated, or terrif…""",community criticism silenced heavily often,fear
" #39: @🇺🇸 Katheejohn1 🇺🇸 ed ""RT @theDanielKopp: <1% of all gun deaths are a result of mass shootings.There are over 1,000,000 cases of defensive gun use per year.St…""",gun result mass defensive gun use per,fear
" #40: @Mohammad Raheel Fidvi ed ""@ndtv Tell that neech man to fight elections on jobs, education,jpc on Rafael I bet he even don't no the spelling of Bofors this idiot is preaching to Congress ,he is frustrated because he is losing badly @RahulGandhi nay naak may dum kar rakha hai he is in fear if @MamataOfficial""",tell man fight bet even dont spelling idiot preaching congress losing badly nay may dum fear,fear
" #41: @Ruth Dowlin Black ed ""RT @mmpadellan: The evolution of FEAR:trump, 5/17/17: ""OMG. This is terrible...the end of my presidency. I’m fucked.""trump, 5/4/18: ""I'…""",ruth black evolution end presidency,fear
" #42: @Jania G Simons ed ""@FYuraszeckB @SecPompeo @StateDept No Sir, it is not,   God will protect Vezuela from the satanic USA/Israhell..  have no fear....  unless of course you wish sell your soul to satan as well???""",sir god protect satanic fear unless course wish sell soul satan well,fear
" #44: @Swapnil Takalkar ed ""RT @BJP4India: Assault on journalists who raise voice against the autocratic regime of @MamataOfficial in West Bengal continues unabated. T…""",assault raise voice autocratic regime west unabated,fear
" #46: @Mruma ed ""RT @Original_KW: The biggest fear in a relationship is building your partner for anotherperson 😭😭😭""",biggest fear relationship building partner,fear
" #47: @Ella ed ""RT @Veggiefact: small dogs do not fear god""",small dog fear god,fear
" #48: @Reyam🏳️‍🌈 ed ""RT @pipertaetae: the fact that taehyung said he was so afraid of rolling backwards during Dionysus to the point he really imagined the floo…""",fact said afraid rolling backwards point really,fear
" #50: @Mojo Jojo ed ""RT @TheOpethian: Fear makes people do weird shit.""",mojo fear people weird,fear
" #51: @Meshuggah Yam-gazlen ed ""RT @RabbiJill: Despite the joking around abt his misspelling, trumps comments about extending his term by 2 years bc they were ""stollen"" sh…""",despite around misspelling extending term stollen,fear
" #52: @Kim ed ""RT @RudyGiuliani: Congresswoman Tlaib referred to the Palestinians as “our people.”If it was a mistake,then say so quickly. If not what is…""",kim congresswoman say quickly,fear
" #54: @Angela ed ""RT @churchAlmighty: Whenever the words “fearing God” are mentioned, most people will think of the story of Job in the #Bible, but how did J…""",whenever people think story job,fear
" #55: @Jacob Chapman ed ""RT @mmpadellan: I honestly don't care that trump misspells easy words (stollen, Kentuky, chocked, etc.), despite claiming to have a very go…""",chapman honestly dont care trump easy stollen despite,fear
" #56: @Happier than I Look ed ""RT @mmpadellan: The evolution of FEAR:trump, 5/17/17: ""OMG. This is terrible...the end of my presidency. I’m fucked.""trump, 5/4/18: ""I'…""",happier look evolution end presidency,fear
" #57: @#Barbi Venable ed ""RT @BishopJakes: Feel the fear and do it anyway! You can't run away from your burdens; attack them head-on and unleash the promise God has…""",feel fear anyway cant run away attack unleash promise god,fear
" #58: @Elissa ed ""RT @hughhewitt: ”The back-to-back smearing of two widely admired conservative lawyers now makes so clear that what Democrats fear most is c…""",two widely admired conservative clear fear,fear
" #59: @Mainbae ed ""RT @Original_KW: The biggest fear in a relationship is building your partner for anotherperson 😭😭😭""",biggest fear relationship building partner,fear
" #60: @mses ed ""RT @Original_KW: The biggest fear in a relationship is building your partner for anotherperson 😭😭😭""",biggest fear relationship building partner,fear
" #61: @Jeff Forrester ed ""RT @CBNNews: ""So do not fear, for I am with you; do not be dismayed, for I am your God. I will strengthen you and help you; I will uphold y…""",jeff fear dismayed god strengthen help uphold,fear
" #62: @Kelly Thompson ed ""RT @mmpadellan: The evolution of FEAR:trump, 5/17/17: ""OMG. This is terrible...the end of my presidency. I’m fucked.""trump, 5/4/18: ""I'…""",kelly evolution end presidency,fear
" #63: @mark henick ed ""RT @HarvardBiz: To combat your fear of other people’s opinions, develop a stronger sense of who you are. https://t.co/iYCD2xaDVl""",mark combat fear develop sense,fear
" #65: @abcindiagogo ed ""@sangeethika @rawatsrajesh @JUDGEisDHARMA @Sashwatdharma @asapexchange @hegdesram @IwerePm I used to be scared. Not anymore. No point living in fear & having to put up with exaggerations or self-loathing.A book won't work. I need to post on the internet only. This is because I use internet as source & have to post images, links, videos, etc.""",used point living fear put book wont work need post use source post link,fear
" #66: @Jake Cameron ed ""Absolute mega fear the day""",jake absolute fear day,fear
" #67: @CHYNAH®🇿🇦 ed ""RT @Original_KW: The biggest fear in a relationship is building your partner for anotherperson 😭😭😭""",biggest fear relationship building partner,fear
" #68: @Knucklemore ed ""RT @john_f_hamer: “What Orwell failed to predict is that we'd buy the cameras ourselves, and that our biggest fear would be that nobody was…""",predict wed buy biggest fear would nobody,fear
" #69: @Miljardêr ed ""RT @Mike_Bundlez: The Secret To Life Is To Have No Fear. Go For Whatever Want To Achieve, Your Next Move Could Be Your Best. I Just Hopped…""",secret life fear whatever want achieve next move could best,fear
" #70: @Api May ed ""RT @mmpadellan: The evolution of FEAR:trump, 5/17/17: ""OMG. This is terrible...the end of my presidency. I’m fucked.""trump, 5/4/18: ""I'…""",may evolution end presidency,fear
" #71: @Vers ed ""RT @joenasandiego: Just a gentle reminder:“Walk confidently knowing that God didn’t give you a spirit of fear and timidity, but of power,…""",gentle confidently knowing god give spirit fear timidity,fear
" #72: @jenn ed ""RT @mmpadellan: I honestly don't care that trump misspells easy words (stollen, Kentuky, chocked, etc.), despite claiming to have a very go…""",honestly dont care trump easy stollen despite,fear
" #73: @❌ Mom of 3 ❌ ed ""@RealMattCouch I couldn’t read the article. Every time I opened it there is a ad that says I won something. I don’t ever open those in fear of virus. 😳""",read article every time something ever open fear virus,fear
" #74: @Traditional Spells Caster Mama Amina ed ""VOODOO LOVE SPELLS CASTING, +27786650291, Do you sense misplaced whilst you aren't in love? Do you crave a person to like and cherish on your life? Binding love spells in Johannesburg let you discover the affection of existence. Don't fear;traditional healers in Johannesburg… https://t.co/yhYKWhRnfU""",traditional caster voodoo love casting sense whilst arent love crave person like cherish life binding love let discover affection existence dont,fear
" #75: @Its Just Penny ed ""@JoeBiden Voter ID laws ensure only U.S. citizens vote in our elections. Which states, who you claim are enacting #JimCrow laws  actually passed laws refusing people of volor from voting? NONE! Stop lying & fear mongering!""",penny voter ensure vote claim actually refusing people voting none stop lying fear mongering,fear
" #76: @Shad N. Phrawd (AKA: Herbal Tea Party) ed ""@RedPillSmoothie @saintlouiecards @fastfurtivefox @PittSteel4life @MrAndyNgo You live in fear. It's evident.Carrying around a gun and being afraid of every different colored person is not pragmatic. It's a sign of weakness.""",shad aka herbal tea party live fear around gun afraid every different colored person pragmatic sign weakness,fear
" #79: @ian cadman ed ""RT @FaithGoldy: This from a woman who’s best career move was marrying & then divorcing Dave Foley, ordered to pay her $17K/mo, “400% of [hi…""",woman best career move marrying ordered pay,fear
" #80: @Grady Griffin ed ""RT @RocketCityTeam: 5 Things to quit right now. #Determination #leadership #success #Motivation #life #change #opportunity #vision #Fear…""",griffin quit right determination leadership success motivation life change opportunity vision,fear
" #81: @DominateYourShot ed ""RT @CoachWMartin: Do not calculate/expect fairness in the pursuit towards your desired result. “Fair” is not real, it doesn’t exist. Unfair…""",fairness pursuit towards desired result real exist,fear
" #82: @Kevin Lauw ed ""Stand up in the presence of the elderly,show great respect for the aged -especially your father & mother, fearGod.""",stand presence great respect aged especially father mother,fear
" #83: @Pan-African Human Rights Defenders Network ed ""RT @nchrdkenya: For HRDs at the forefront to #StandUp4HumaRights, arbitrary arrests is not only a concern but a threat to their work. It is…""",human network forefront arbitrary concern threat work,fear
" #1: @Jay Dee ed ""RT @Dr_Giallo: GRANT WILLIAMS is THE INCREDIBLE SHRINKING MAN (1957) by Jack Arnold #horror #scifi written by Richard Matheson https://t.co…""",jay dee grant incredible shrinking man jack horror written,fear
" #4: @CinaedhVik ed ""@katmcclain15 I used to think I was a plotter, but I find I write best as a plantser, to my own astonishment and horror lol""",used think plotter find write best astonishment horror,fear
" #6: @Giancarlo Pugi ed ""RT @vltimaratio: Felipe González: Obviamente Maduro va a salir... y cuando salga va a aflorar todo el horror. Quien hoy no sabe lo que suce…""",maduro horror hoy sabe,fear
" #10: @Alex Harrowell ed ""RT @fromarsetoelbow: The LibDems were never serious about a coalition with Labour in 2010, regardless of the arithmetic, because they genui…""",never serious coalition labour regardless arithmetic,fear
" #11: @CURRY ed ""Serious hangover, anxietys ganin through the roof so am off to see a monky horror later to make it 10x worse 🥵""",curry serious roof see horror later make worse,fear
" #12: @Andrew Kuhnash ed ""RT @vyrsoI: CURSED height chart4’11-5’4 - gremlin5’5 - 5’7 - fiend5’8 - 6’0 - cryptid 6’0 - 6’3 - eldritch horror 6’3 + - all-knowing…""",cursed height eldritch horror,fear
" #15: @AmazingJen (ArtBeat) ed ""@VampyrealGaming Horror! Yes! I've missed your streams. I hope you're doing well!""",horror yes hope well,fear
" #17: @Nubema ed ""RT @GLlamazares: Hay quien no acaba de convencerse de que entre el horror del Holocausto y un discutible error judicial hay mucho más que u…""",hay horror error judicial hay,fear
" #20: @Pile Of Garbage ed ""@vyrsoI If Burnistoun has taught me one thing it's that you cannae tell the size of an eldritch horror thanks to the non-Euclidean geometry: https://t.co/OYoX63ZKZl""",pile garbage taught one thing tell size eldritch horror thanks geometry,fear
" #27: @Ken Monteith ed ""What’s not to love? The music, the singing, the costumes, the nod to flamenco all lovely. The violent ending is beauty in horror https://t.co/UhuDf80N72 #Carmen @operademontreal""",ken monteith love music singing nod flamenco lovely violent ending beauty horror,fear
" #28: @Pissed Off Monkey ed ""RT @lookin_robb: Fascinating the forces of populism referring to the people within a country voting for a type of government that they pref…""",monkey fascinating people within country voting type government,fear
" #30: @Terry S. Kattleman ed ""300. Death Palette: Heliotrope, Day 8. Please support independent psychotronic fiction https://t.co/0w5o6KL2Vr … #zombie #horror #art #fiction #poetry #apocalypse #paranormal #surrealism #SupportIndieHorror #supernatural #lesbian #Weird #BeatGeneration #fbb https://t.co/UqSWHf0W0u""",terry death palette heliotrope day please support independent fiction zombie horror art fiction poetry apocalypse paranormal surrealism supernatural weird,fear
" #35: @isabelle saw endgame!!!!! ed ""RT @vyrsoI: CURSED height chart4’11-5’4 - gremlin5’5 - 5’7 - fiend5’8 - 6’0 - cryptid 6’0 - 6’3 - eldritch horror 6’3 + - all-knowing…""",saw cursed height eldritch horror,fear
" #36: @Darkwing Duck ed ""RT @Green_Footballs: More than two years into the Trump Horror and the media are still acting surprised that he's a deranged right wing con…""",duck two trump horror medium still acting deranged right wing,fear
" #37: @Redbird ed ""RT @charliekirk11: I totally support @realDonaldTrump leveraging tariffs against ChinaThey have been at war with us for decades and we ha…""",redbird totally support war,fear
" #45: @J.F. Monahan ed ""RT @BerryProduction: Our 15 second horror film, #Upskirt, has been selected to appear in the Calgary Horror Con Film Festival in Canada!h…""",second horror film selected appear horror con film festival,fear
" #47: @Big Hat Paul ed ""RT @aaliyeaaaall: Silent hill 2 is just plain art. The horror doesn't lie within a concrete evil monster/being. It lies within you. It's yo…""",big hat silent hill plain art horror doesnt lie within concrete evil within,fear
" #48: @Arrow in the Head ed ""Stallone to produce remake of The Gangster, The Cop, The Devil https://t.co/TTZtEB1ht0""",arrow head produce remake gangster cop devil,fear
" #49: @RollingStone ed ""RT @kitsharma: ""Modi's 5 years 'most traumatic', should be shown exit door: Manmohan Singh https://t.co/wOxEOKCuQFDr. Singh is a man of fe…""",traumatic shown exit door singh singh man,fear
" #50: @ryn ed ""An ako story na horror kay gi https://t.co/LlUKlU9MRA da nila kay raoti na pagka story ni mandy sa ila😂 HAHAHAHAHAHAHA""",ako story horror kay kay story,fear
" #54: @MadCityMomola ed ""RT @MaryCaitlinByrd: Repeating the 1st question he got, @PeteButtigieg says, ""How do you beat Donald Trump?""""Like a drum!"" a crowd member…""",question got beat trumplike drum crowd,fear
" #55: @Nina Niskanen Is Lost In Space ed ""RT @anniebellet: As a writer who has spent a million years of my life hunting typos, I kinda feel kinship with the hordes of people staring…""",lost space writer spent million life hunting feel kinship people,fear
" #58: @CravenBook ed ""#superman IV is a disaster, but Wes Craven was almost the director. Wes Craven: Interviews coming Dec ‘19 from University Press of Mississippi#wescraven #horror #horrorfamily #horrormovies #80shorror @filmcult @SpreadtheHorror @HorrorRe @80shorrormovies #dccomics https://t.co/BfNcWpkYQj""",superman disaster craven almost director craven coming university press horror,fear
" #59: @Christopher Long ed ""RT @Dr_Giallo: THE INVISIBLE MAN (1933) by James Whale after HG Wells #horror #universalmonsters #poster by Francesco Francavilla @f_franca…""",long invisible man whale horror poster,fear
" #60: @Crying ed ""@ursidanger hell yeah horror time""",cry hell yeah horror time,fear
" #65: @Papa Georgio ed ""RT @charliekirk11: I totally support @realDonaldTrump leveraging tariffs against ChinaThey have been at war with us for decades and we ha…""",papa totally support war,fear
" #67: @Dustyn ed ""Hell yeah! More Horror! Folks, go buy this stuff UP! https://t.co/MhbfHOM9AS""",hell yeah horror buy stuff,fear
" #69: @Diana Sobolewski ed ""RT @jbdarroch: Hypnotic Redemption now on #sale @Amazon for only $1.99get your copy today #free for #KindleUnlimited #horror #paranormal…""",hypnotic redemption sale copy today free horror,fear
" #73: @jessi smith ed ""RT @sttepodcast: Day sixteen of our twenty days of Funko are these Lost Boys Pops! Just follow @sttepodcast and RT this  to be in wi…""",smith day sixteen twenty day lost follow,fear
" #74: @Ava ed ""RT @ksecaw: I am pissed off how easy horror movies made digging a grave look.I was ill prepared.""",ava easy horror made digging grave ill prepared,fear
" #75: @Goddess Fish Promos ed ""Wish the #vampire had its fangs back, #horror reader? Check out The Hierophant's Daughter on #Kindle or in hardback and explore the tahgmahrish word of cannibalistic #martyrs. https://t.co/W2BdVthF0R #cyberpunk #lgbtq #horror #comehome #scifi #vampires #urbanfantasy https://t.co/KfAHjkWbSY""",goddess fish wish vampire back horror reader check daughter kindle hardback explore word cannibalistic horror,fear
" #76: @Julio Rodriguez ed ""RT @BDisgusting: Best Horror Board Games for Video Game Horror Fans https://t.co/Nh3ErpZAP5""",julio best horror board video game horror,fear
" #77: @Black Cat's Shadow ed ""RT @BuckeyefromMich: Caught this film in the theater last week and wrote up this review. It is light on the horror. Any one else seen this…""",black shadow caught film theater last week wrote review light horror one else seen,fear
" #78: @Lee ed ""RT @David_Annandale: It’s Digital Horror Week at Black Library. Permit me to get you started with a little offering called “The Hunt”: http…""",lee digital horror week black library permit get little offering,fear
" #1: @Jeremy ed ""RT @RealSaavedra: 2020 Democrat presidential candidates that have said nothing about the Palestinian terror attacks on Israel:ButtigiegY…""",democrat presidential said nothing terror,fear
" #2: @Husker Cookie ed ""@IlhanMN They launched 700 unprovoked rockets at Israel.  Hamas is a terror group.  What the hell are you saying here?  Are you a terrorist sympathizer in plain sight within our government?  Beyond frightening.""",husker unprovoked terror group hell saying terrorist sympathizer plain sight within government beyond frightening,fear
" #3: @njherrold ed ""RT @YairNetanyahu: Unbelievable! Twitter is shutting down accounts of conservative Americans, while keeping the accounts of Hamas @hamasinf…""",unbelievable twitter shutting conservative keeping,fear
" #4: @Suzy S ed ""RT @PalestinePR: Still the BBC persists with the narrative that Israel is a victim of Hamas terror. The sixth most powerful army in the wor…""",still narrative victim terror sixth powerful army,fear
" #6: @Bhau ed ""RT @ARanganathan72: 690 rockets launched at @Israel in the last two days, four civilians killed, thousands affected, utter mayhem, terror r…""",last two day four affected utter mayhem terror,fear
" #7: @Yakku ed ""@FuckenTr0uble What. Did. I. Just. Read.??I don't know if I should be angry or just plain surprised at Hinduism killing kids accusation...!! This false narrative of Hindu Terror is doing so much of harm to our religion. Chutiya carpenter""",dont know angry plain killing accusation false narrative terror much harm religion carpenter,fear
" #8: @L.S.. ed ""RT @johncardillo: Ilhan Omar:- Anti-Semite - While in MN Leg, voted to give life insurance payouts to the families of terrorists- Begge…""",leg give life insurance,fear
" #10: @Nsonowa Magwaza ed ""We have incredible leaders in this country:Mmusi Maimane (DA)Terror Lekota (COPE)Kenneth Meshoe (ACDP)Kanthan Pillay (ZACP)Why would you keep on voting for liars and thieves?""",incredible would keep voting,fear
" #14: @Manashi ed ""RT @Shantanu_KP786: @IsraeliPM Please fight terror with iron hand; publicise Hamas rockets; this is part of a bigger nefarious design🙏🌹🌺""",please fight terror iron hand part bigger nefarious,fear
" #16: @S D ed ""RT @AmrullahSaleh2: In a joint operation dozens of drug labs & storage facilities  associated with Taliban terror networks were destroyed i…""",joint operation drug storage associated terror,fear
" #17: @DBinNC ed ""RT @RealSaavedra: 2020 Democrat presidential candidates that have said nothing about the Palestinian terror attacks on Israel:ButtigiegY…""",democrat presidential said nothing terror,fear
" #18: @John Weisman ed ""This is nuts. Just crazy. Terror fears as hate preacher Anjem Choudary returns to the street https://t.co/IeXOwUSEwU via @telegraphnews""",crazy terror hate preacher street via,fear
" #19: @Vasu Mittal ed ""RT @Ibne_Sena: One more youth from Pulwama South Kashmir who was part of Jaish-e-Mohammed A terror outfit has shunned the path of violence…""",vasu one youth south part terror outfit path,fear
" #21: @Lola❤🕎🐾🕊✡🇬🇧🇮🇱 ed ""RT @RepBrindisi: Israel is under attack by Hamas, with rockets targeting innocent civilians and communities. We stand with our ally Israel…""",attack innocent stand ally,fear
" #22: @Cheryl Cosyleon ed ""RT @YairNetanyahu: Unbelievable! Twitter is shutting down accounts of conservative Americans, while keeping the accounts of Hamas @hamasinf…""",unbelievable twitter shutting conservative keeping,fear
" #23: @karina ed ""RT @imteddybless: in this world of Terror and Uncertainty: a good and peaceful thing https://t.co/UOCwEdb1f1""",world terror uncertainty good peaceful thing,fear
" #27: @Sam Lloyd🇬🇧 ed ""RT @toryboypierce: Family of jihadi Shamima Begum receives legal aid. The families of those killed in London Bridge terror attacks are enti…""",sam family begum legal aid bridge terror,fear
" #30: @Brand Banning ed ""RT @johncardillo: Ilhan Omar:- Anti-Semite - While in MN Leg, voted to give life insurance payouts to the families of terrorists- Begge…""",brand banning leg give life insurance,fear
" #33: @mdawg ed ""RT @imteddybless: in this world of Terror and Uncertainty: a good and peaceful thing https://t.co/UOCwEdb1f1""",world terror uncertainty good peaceful thing,fear
" #35: @Henry C. Sloan II ed ""RT @jsolomonReports: Did you know three separate terror plots that were disrupted in the last year have been connected back to Iran by West…""",henry sloan know three separate terror last year connected back,fear
" #36: @mary ed ""RT @johncardillo: Ilhan Omar:- Anti-Semite - While in MN Leg, voted to give life insurance payouts to the families of terrorists- Begge…""",mary leg give life insurance,fear
" #38: @past present ed ""I'm so sorry - nothing could ever be worth terror and harm this severe - over 30 years of severe severing severe severe severe terror and torture-its not okay it's not okay""",past present sorry nothing could ever worth terror harm severe severe severe severe severe terror,fear
" #39: @Bryan Fass ed ""RT @PhotoshopTruth: ROCKET LAUNCHER ON MOSQUE MINARET, GAZAThese Hamas and Islamic terrorists are also cowards.They use homes, schools,…""",fas rocket launcher mosque minaret also use,fear
" #40: @Thakur Swapnil Singh ed ""RT @keshavyadaviyc: Congress has ushered in youth, women & candidates from weaker section to empower our democracy.BJP has sidelined all…""",thakur singh congress youth section empower,fear
" #41: @Freedom_Fryz ❌ ed ""RT @johncardillo: Ilhan Omar:- Anti-Semite - While in MN Leg, voted to give life insurance payouts to the families of terrorists- Begge…""",leg give life insurance,fear
" #42: @Michael Eichert ed ""RT @YairNetanyahu: Unbelievable! Twitter is shutting down accounts of conservative Americans, while keeping the accounts of Hamas @hamasinf…""",unbelievable twitter shutting conservative keeping,fear
" #43: @Anne ed ""RT @johncardillo: Ilhan Omar:- Anti-Semite - While in MN Leg, voted to give life insurance payouts to the families of terrorists- Begge…""",leg give life insurance,fear
" #44: @CURRY VON ERICH ed ""btw when I say “Trump will ban Muslims celebrating it” I meant Ramadan not a potential terror attack""",curry say ban meant potential terror attack,fear
" #45: @The-Black-Terror ed ""Kindred of ""League of Legends"". I love the Kindred's desing. They are my favorite champ in this aspect, and my dear @Skadhe likes them too.Always together.In DA---> https://t.co/Mqd4VAvSx0#LoL #Kindred #LeagueOfLegends https://t.co/DbXOteQksO""",kindred league love favorite champ aspect dear kindred,fear
" #47: @Aufia ed ""RT @AyaIsleemEn: The father, the mother, and their little toddler were killed by Israel's weapons of terror yesterday.Photo of the bodies…""",father mother little toddler terror,fear
" #49: @It's Patsy, Patsy Stone! ed ""RT @wasistrassismus: Dear international community, if you come to Germany, please consider:▪️When you say ""racism"", we say ""ein paar Idio…""",stone dear international community come please say racism say paar,fear
" #50: @$̴̨̧̢̦̠̑͆̈̐̽͝͝ä̶̘̫̯́̿̽̌̚h̸̨̡̡̧̬͔̤̆ͅil 🇮🇳 ed ""RT @ARanganathan72: 690 rockets launched at @Israel in the last two days, four civilians killed, thousands affected, utter mayhem, terror r…""",last two day four affected utter mayhem terror,fear
" #51: @Tommy Brown ed ""RT @48sofpower: Keep others in suspended terror: cultivate an air of unpredictability.""",tommy brown keep suspended terror cultivate air,fear
" #52: @Pierre SAMA🙏🏾✝️ ed ""RT @RealSaavedra: Will social media companies who claim they want to crack down on extremism ban Ilhan Omar from their platforms?Omar has…""",social medium claim want crack extremism ban,fear
" #53: @Bad Hombrèé ed ""RT @YairNetanyahu: Unbelievable! Twitter is shutting down accounts of conservative Americans, while keeping the accounts of Hamas @hamasinf…""",bad unbelievable twitter shutting conservative keeping,fear
" #54: @Deb ed ""RT @johncardillo: Ilhan Omar:- Anti-Semite - While in MN Leg, voted to give life insurance payouts to the families of terrorists- Begge…""",deb leg give life insurance,fear
" #55: @Cllr Geoff Pearl ed ""RT @SussexFriends: ▪️At least 4 dead. ▪️Over 700 rockets fired indiscriminately towards civilians. ▪️2.5 million people spending a seco…""",pearl least dead fired indiscriminately towards million people spending,fear
" #56: @Mukki ed ""RT @IDF: The last 48 hours in Gaza:We targeted 350 Islamic Jihad & Hamas targets including:• rocket launch sites • terror squads & ope…""",last targeted jihad rocket launch terror,fear
" #57: @Heimish Conservative ed ""RT @PresidentRuvi: Ultra-Orthodox, secular, religious and traditional, Jews and Arabs – terror strikes us all without discrimination and wi…""",conservative ultraorthodox secular religious traditional terror without discrimination,fear
" #58: @Patricia Cohen ed ""RT @StandWithUs: “The #IDF will continue to attack with force, as needed, wherever it is needed”https://t.co/hmeu5aOCiB""",continue attack force wherever,fear
" #59: @AB ed ""RT @johncardillo: Ilhan Omar:- Anti-Semite - While in MN Leg, voted to give life insurance payouts to the families of terrorists- Begge…""",leg give life insurance,fear
" #60: @тнє cυríoυѕ ed ""RT @ARanganathan72: 690 rockets launched at @Israel in the last two days, four civilians killed, thousands affected, utter mayhem, terror r…""",last two day four affected utter mayhem terror,fear
" #63: @Trevor ed ""RT @johncardillo: Ilhan Omar:- Anti-Semite - While in MN Leg, voted to give life insurance payouts to the families of terrorists- Begge…""",leg give life insurance,fear
" #64: @Renan Hzd ed ""RT @IDF: The last 48 hours in Gaza:We targeted 350 Islamic Jihad & Hamas targets including:• rocket launch sites • terror squads & ope…""",last targeted jihad rocket launch terror,fear
" #65: @$̴̨̧̢̦̠̑͆̈̐̽͝͝ä̶̘̫̯́̿̽̌̚h̸̨̡̡̧̬͔̤̆ͅil 🇮🇳 ed ""RT @ARanganathan72: For those condemning China for thwarting India's bid to designate #MasoodAzhar a terrorist, here's a sobering thought:…""",condemning china thwarting bid designate terrorist sobering,fear
" #66: @One US Citizen ed ""RT @get4208: @IlhanMN Do you express this to CAIR, ISIS, and the Muslim Brotherhood? They maximize terror, I think we should start with tho…""",one citizen express brotherhood maximize terror think start,fear
" #1: @Randy ed ""@intheMatrixxx @suzgonzo @POTUS 😂😂Panic Away #Democrats Is it just me or is Cohen the spitting image of Mr Potter in Its a Wonderful Life?""",randy away spitting image potter wonderful life,fear
" #2: @Peter Wilson ed ""If the sun does come out today as forecasted, will there be panic in the streets? #Boston2019sunriots""",peter sun come today panic street,fear
" #3: @★ soph ★ ed ""@ty_panic well i do associate u w the smell of fresh air and the forest ówò but warm and familiar""",soph well associate smell fresh air forest warm familiar,fear
" #4: @Amanda ed ""RT @KrisRey19: ⭐ARC GIVEAWAY of THE SPINNER OF DREAMS!⭐If you like cursed cinnamon roll girls w/anxiety & panic; gay gentleman foxes; magic…""",giveaway spinner like cursed cinnamon roll panic gay gentleman,fear
" #6: @OLUWAKEMISOLA ed ""RT @FemiJACOBS: You have to slow down to see detail. You must slow down to see fast. Learn how to calm the mind. Fear, panic, anxiety - the…""",slow see detail must slow see fast learn calm mind fear panic anxiety,fear
" #7: @Winnie Anon ed ""RT @intheMatrixxx: Are you shocked by this? Dragging the AG into an ILLEGAL court, in cuffs? Up to Nadler?  This is FULL BLOWN PANIC MODE.…""",anon dragging illegal court full blown panic,fear
" #9: @A ed ""RT @intheMatrixxx: Are you shocked by this? Dragging the AG into an ILLEGAL court, in cuffs? Up to Nadler?  This is FULL BLOWN PANIC MODE.…""",dragging illegal court full blown panic,fear
" #11: @Stands On Small Feet ed ""RT @intheMatrixxx: Are you shocked by this? Dragging the AG into an ILLEGAL court, in cuffs? Up to Nadler?  This is FULL BLOWN PANIC MODE.…""",small dragging illegal court full blown panic,fear
" #12: @Roberto Jervinho ed ""@intheMatrixxx @POTUS 😂😂😂...absolutely loving this “Panic in D.C.”The swamp is vast & must continue to be drained.🙏for💪🏼&⚖️🌎""",loving swamp vast must continue,fear
" #13: @Lori ed ""@realDonaldTrump It’s so fun to see you panic. 👏🏻👏🏻👏🏻 do it again!""",lori fun see panic,fear
" #14: @Sherry From Dregs ed ""RT @intheMatrixxx: Are you shocked by this? Dragging the AG into an ILLEGAL court, in cuffs? Up to Nadler?  This is FULL BLOWN PANIC MODE.…""",sherry dreg dragging illegal court full blown panic,fear
" #15: @Tito 🤷🏻‍♂️ ed ""RT @hatttiegladwell: Hands up if you’ve ever had any of the following due to mental illness:- an anxiety/panic attack that’s felt like a…""",ever following due mental illness attack felt like,fear
